Dealer_ID,Dealer_Name,Month,Model,Sales_Qty,Revenue
1002,BMW Showroom 2,2024-03,BMW 530i,13,99083
1002,BMW Showroom 2,2024-03,BMW X3,7,412492
1002,BMW Showroom 2,2024-03,BMW X5,3,398750
1002,BMW Showroom 2,2024-03,BMW X7,5,232682
1002,BMW Showroom 2,2024-03,BMW M440i,6,455363
1002,BMW Showroom 2,2024-03,BMW i7,3,373839
1002,BMW Showroom 2,2024-04,BMW 320i,6,458773
1002,BMW Showroom 2,2024-04,BMW 330i,12,107338
1002,BMW Showroom 2,2024-04,BMW 530i,7,288480
1002,BMW Showroom 2,2024-04,BMW X3,9,87132
1002,BMW Showroom 2,2024-04,BMW X5,10,177254
1002,BMW Showroom 2,2024-04,BMW X7,11,449542
1002,BMW Showroom 2,2024-04,BMW M440i,10,70198
1002,BMW Showroom 2,2024-04,BMW i7,6,27197
1002,BMW Showroom 2,2024-05,BMW 320i,9,108775
1002,BMW Showroom 2,2024-05,BMW 330i,8,321768
1002,BMW Showroom 2,2024-05,BMW 530i,1,304108
1002,BMW Showroom 2,2024-05,BMW X3,12,111030
1002,BMW Showroom 2,2024-05,BMW X5,6,343331
1002,BMW Showroom 2,2024-05,BMW X7,8,117399
1002,BMW Showroom 2,2024-05,BMW M440i,11,45712
1002,BMW Showroom 2,2024-05,BMW i7,1,333964
1002,BMW Showroom 2,2024-06,BMW 320i,14,91228
1002,BMW Showroom 2,2024-06,BMW 330i,1,487707
1002,BMW Showroom 2,2024-06,BMW 530i,11,348058
1002,BMW Showroom 2,2024-06,BMW X3,14,368862
1002,BMW Showroom 2,2024-06,BMW X5,7,246222
1002,BMW Showroom 2,2024-06,BMW X7,0,11539
1002,BMW Showroom 2,2024-06,BMW M440i,9,308363
1002,BMW Showroom 2,2024-06,BMW i7,4,476872
1002,BMW Showroom 2,2024-07,BMW 320i,6,421831
1002,BMW Showroom 2,2024-07,BMW 330i,13,58008
1002,BMW Showroom 2,2024-07,BMW 530i,12,361462
1002,BMW Showroom 2,2024-07,BMW X3,4,141932
1002,BMW Showroom 2,2024-07,BMW X5,14,67300
1002,BMW Showroom 2,2024-07,BMW X7,9,282986
1002,BMW Showroom 2,2024-07,BMW M440i,5,304516
1002,BMW Showroom 2,2024-07,BMW i7,12,98971
1002,BMW Showroom 2,2024-08,BMW 320i,10,38744
1002,BMW Showroom 2,2024-08,BMW 330i,2,319586
1002,BMW Showroom 2,2024-08,BMW 530i,14,85990
1002,BMW Showroom 2,2024-08,BMW X3,6,369061
1002,BMW Showroom 2,2024-08,BMW X5,2,45117
1002,BMW Showroom 2,2024-08,BMW X7,12,445988
1002,BMW Showroom 2,2024-08,BMW M440i,6,48113
1002,BMW Showroom 2,2024-08,BMW i7,5,32125
1002,BMW Showroom 2,2024-09,BMW 320i,7,392144
1002,BMW Showroom 2,2024-09,BMW 330i,3,166490
1002,BMW Showroom 2,2024-09,BMW 530i,0,178157
1002,BMW Showroom 2,2024-09,BMW X3,0,181033
1002,BMW Showroom 2,2024-09,BMW X5,11,253807
1002,BMW Showroom 2,2024-09,BMW X7,13,87421
1002,BMW Showroom 2,2024-09,BMW M440i,10,269039
1002,BMW Showroom 2,2024-09,BMW i7,7,220566
1002,BMW Showroom 2,2024-10,BMW 320i,11,71017
1002,BMW Showroom 2,2024-10,BMW 330i,12,21360
1002,BMW Showroom 2,2024-10,BMW 530i,10,90365
1002,BMW Showroom 2,2024-10,BMW X3,12,257137
1002,BMW Showroom 2,2024-10,BMW X5,3,55823
1002,BMW Showroom 2,2024-10,BMW X7,0,246991
1002,BMW Showroom 2,2024-10,BMW M440i,2,18807
1002,BMW Showroom 2,2024-10,BMW i7,7,139143
1002,BMW Showroom 2,2024-11,BMW 320i,5,157221
1002,BMW Showroom 2,2024-11,BMW 330i,4,232284
1002,BMW Showroom 2,2024-11,BMW 530i,8,252515
1002,BMW Showroom 2,2024-11,BMW X3,9,110494
1002,BMW Showroom 2,2024-11,BMW X5,11,85435
1002,BMW Showroom 2,2024-11,BMW X7,11,283126
1002,BMW Showroom 2,2024-11,BMW M440i,0,22606
1002,BMW Showroom 2,2024-11,BMW i7,8,403366
1002,BMW Showroom 2,2024-12,BMW 320i,9,248495
1002,BMW Showroom 2,2024-12,BMW 330i,11,112223
1002,BMW Showroom 2,2024-12,BMW 530i,8,93286
1002,BMW Showroom 2,2024-12,BMW X3,1,410574
1002,BMW Showroom 2,2024-12,BMW X5,5,383609
1002,BMW Showroom 2,2024-12,BMW X7,11,290218
1002,BMW Showroom 2,2024-12,BMW M440i,3,44194
1002,BMW Showroom 2,2024-12,BMW i7,1,288997
1003,BMW Showroom 3,2024-01,BMW 320i,7,151733
1003,BMW Showroom 3,2024-01,BMW 330i,8,181565
1003,BMW Showroom 3,2024-01,BMW 530i,4,237777
1003,BMW Showroom 3,2024-01,BMW X3,7,446296
1003,BMW Showroom 3,2024-01,BMW X5,13,456537
1003,BMW Showroom 3,2024-01,BMW X7,3,58453
1003,BMW Showroom 3,2024-01,BMW M440i,14,295305
1003,BMW Showroom 3,2024-01,BMW i7,7,376440
1003,BMW Showroom 3,2024-02,BMW 320i,11,402932
1003,BMW Showroom 3,2024-02,BMW 330i,11,295493
1003,BMW Showroom 3,2024-02,BMW 530i,10,370579
1003,BMW Showroom 3,2024-02,BMW X3,4,51990
1003,BMW Showroom 3,2024-02,BMW X5,8,331065
1003,BMW Showroom 3,2024-02,BMW X7,10,100572
1003,BMW Showroom 3,2024-02,BMW M440i,5,269357
1003,BMW Showroom 3,2024-02,BMW i7,5,175295
1003,BMW Showroom 3,2024-03,BMW 320i,7,261498
1003,BMW Showroom 3,2024-03,BMW 330i,3,68274
1003,BMW Showroom 3,2024-03,BMW 530i,13,266278
1003,BMW Showroom 3,2024-03,BMW X3,4,39601
1003,BMW Showroom 3,2024-03,BMW X5,1,277834
1003,BMW Showroom 3,2024-03,BMW X7,5,353383
1003,BMW Showroom 3,2024-03,BMW M440i,0,12062
1003,BMW Showroom 3,2024-03,BMW i7,10,224309
1003,BMW Showroom 3,2024-04,BMW 320i,11,136225
1003,BMW Showroom 3,2024-04,BMW 330i,1,99270
1003,BMW Showroom 3,2024-04,BMW 530i,9,194672
1003,BMW Showroom 3,2024-04,BMW X3,5,465213
1003,BMW Showroom 3,2024-04,BMW X5,6,159277
1003,BMW Showroom 3,2024-04,BMW X7,7,343686
1003,BMW Showroom 3,2024-04,BMW M440i,5,311256
1003,BMW Showroom 3,2024-04,BMW i7,12,321154
1003,BMW Showroom 3,2024-05,BMW 320i,10,286629
1003,BMW Showroom 3,2024-05,BMW 330i,3,367728
1003,BMW Showroom 3,2024-05,BMW 530i,11,282751
1003,BMW Showroom 3,2024-05,BMW X3,11,61597
1003,BMW Showroom 3,2024-05,BMW X5,0,336698
1003,BMW Showroom 3,2024-05,BMW X7,9,243554
1003,BMW Showroom 3,2024-05,BMW M440i,3,233983
1003,BMW Showroom 3,2024-05,BMW i7,1,174124
1003,BMW Showroom 3,2024-06,BMW 320i,11,178394
1003,BMW Showroom 3,2024-06,BMW 330i,10,192317
1003,BMW Showroom 3,2024-06,BMW 530i,10,280752
1003,BMW Showroom 3,2024-06,BMW X3,3,460478
1003,BMW Showroom 3,2024-06,BMW X5,6,333471
1003,BMW Showroom 3,2024-06,BMW X7,9,467210
1003,BMW Showroom 3,2024-06,BMW M440i,5,279365
1003,BMW Showroom 3,2024-06,BMW i7,10,283112
1003,BMW Showroom 3,2024-07,BMW 320i,13,213678
1003,BMW Showroom 3,2024-07,BMW 330i,1,455651
1003,BMW Showroom 3,2024-07,BMW 530i,4,261776
1003,BMW Showroom 3,2024-07,BMW X3,7,172903
1003,BMW Showroom 3,2024-07,BMW X5,5,440523
1003,BMW Showroom 3,2024-07,BMW X7,4,102951
1003,BMW Showroom 3,2024-07,BMW M440i,2,479554
1003,BMW Showroom 3,2024-07,BMW i7,1,207028
1003,BMW Showroom 3,2024-08,BMW 320i,2,216383
1003,BMW Showroom 3,2024-08,BMW 330i,2,436526
1003,BMW Showroom 3,2024-08,BMW 530i,5,348943
1003,BMW Showroom 3,2024-08,BMW X3,7,310511
1003,BMW Showroom 3,2024-08,BMW X5,1,395955
1003,BMW Showroom 3,2024-08,BMW X7,10,238886
1003,BMW Showroom 3,2024-08,BMW M440i,0,425840
1003,BMW Showroom 3,2024-08,BMW i7,11,9964
1003,BMW Showroom 3,2024-09,BMW 320i,9,226118
1003,BMW Showroom 3,2024-09,BMW 330i,13,215862
1003,BMW Showroom 3,2024-09,BMW 530i,0,12336
1003,BMW Showroom 3,2024-09,BMW X3,3,420628
1003,BMW Showroom 3,2024-09,BMW X5,4,337523
1003,BMW Showroom 3,2024-09,BMW X7,7,323894
1003,BMW Showroom 3,2024-09,BMW M440i,8,358278
1003,BMW Showroom 3,2024-09,BMW i7,14,98537
1003,BMW Showroom 3,2024-10,BMW 320i,0,289372
1003,BMW Showroom 3,2024-10,BMW 330i,13,84294
1003,BMW Showroom 3,2024-10,BMW 530i,0,476102
1003,BMW Showroom 3,2024-10,BMW X3,9,184087
1003,BMW Showroom 3,2024-10,BMW X5,10,331080
1003,BMW Showroom 3,2024-10,BMW X7,11,319522
1003,BMW Showroom 3,2024-10,BMW M440i,14,101827
1003,BMW Showroom 3,2024-10,BMW i7,3,199899
1003,BMW Showroom 3,2024-11,BMW 320i,8,207500
1003,BMW Showroom 3,2024-11,BMW 330i,6,496210
1003,BMW Showroom 3,2024-11,BMW 530i,9,313572
1003,BMW Showroom 3,2024-11,BMW X3,6,430423
1003,BMW Showroom 3,2024-11,BMW X5,0,222603
1003,BMW Showroom 3,2024-11,BMW X7,1,42438
1003,BMW Showroom 3,2024-11,BMW M440i,10,241310
1003,BMW Showroom 3,2024-11,BMW i7,12,488575
1003,BMW Showroom 3,2024-12,BMW 320i,13,494476
1003,BMW Showroom 3,2024-12,BMW 330i,14,481153
1003,BMW Showroom 3,2024-12,BMW 530i,6,207374
1003,BMW Showroom 3,2024-12,BMW X3,8,227402
1003,BMW Showroom 3,2024-12,BMW X5,1,337766
1003,BMW Showroom 3,2024-12,BMW X7,3,26442
1003,BMW Showroom 3,2024-12,BMW M440i,12,254657
1003,BMW Showroom 3,2024-12,BMW i7,12,75791
1004,BMW Showroom 4,2024-01,BMW 320i,6,40524
1004,BMW Showroom 4,2024-01,BMW 330i,4,110160
1004,BMW Showroom 4,2024-01,BMW 530i,4,158635
1004,BMW Showroom 4,2024-01,BMW X3,11,167442
1004,BMW Showroom 4,2024-01,BMW X5,6,44645
1004,BMW Showroom 4,2024-01,BMW X7,7,269388
1004,BMW Showroom 4,2024-01,BMW M440i,4,236481
1004,BMW Showroom 4,2024-01,BMW i7,8,85501
1004,BMW Showroom 4,2024-02,BMW 320i,10,195543
1004,BMW Showroom 4,2024-02,BMW 330i,5,279100
1004,BMW Showroom 4,2024-02,BMW 530i,9,407110
1004,BMW Showroom 4,2024-02,BMW X3,8,492134
1004,BMW Showroom 4,2024-02,BMW X5,2,16709
1004,BMW Showroom 4,2024-02,BMW X7,10,380572
1004,BMW Showroom 4,2024-02,BMW M440i,10,442726
1004,BMW Showroom 4,2024-02,BMW i7,1,169746
1004,BMW Showroom 4,2024-03,BMW 320i,3,100025
1004,BMW Showroom 4,2024-03,BMW 330i,5,151152
1004,BMW Showroom 4,2024-03,BMW 530i,8,184484
1004,BMW Showroom 4,2024-03,BMW X3,12,190043
1004,BMW Showroom 4,2024-03,BMW X5,13,321990
1004,BMW Showroom 4,2024-03,BMW X7,8,242840
1004,BMW Showroom 4,2024-03,BMW M440i,0,234622
1004,BMW Showroom 4,2024-03,BMW i7,0,420466
1004,BMW Showroom 4,2024-04,BMW 320i,5,117265
1004,BMW Showroom 4,2024-04,BMW 330i,9,213083
1004,BMW Showroom 4,2024-04,BMW 530i,10,121280
1004,BMW Showroom 4,2024-04,BMW X3,12,306020
1004,BMW Showroom 4,2024-04,BMW X5,3,204736
1004,BMW Showroom 4,2024-04,BMW X7,3,163522
1004,BMW Showroom 4,2024-04,BMW M440i,1,73704
1004,BMW Showroom 4,2024-04,BMW i7,13,238366
1004,BMW Showroom 4,2024-05,BMW 320i,10,63888
1004,BMW Showroom 4,2024-05,BMW 330i,6,61293
1004,BMW Showroom 4,2024-05,BMW 530i,12,68515
1004,BMW Showroom 4,2024-05,BMW X3,4,269209
1004,BMW Showroom 4,2024-05,BMW X5,4,88720
1004,BMW Showroom 4,2024-05,BMW X7,5,321020
1004,BMW Showroom 4,2024-05,BMW M440i,8,188929
1004,BMW Showroom 4,2024-05,BMW i7,6,345941
1004,BMW Showroom 4,2024-06,BMW 320i,4,487171
1004,BMW Showroom 4,2024-06,BMW 330i,3,91141
1004,BMW Showroom 4,2024-06,BMW 530i,3,480916
1004,BMW Showroom 4,2024-06,BMW X3,12,472548
1004,BMW Showroom 4,2024-06,BMW X5,6,359000
1004,BMW Showroom 4,2024-06,BMW X7,9,425910
1004,BMW Showroom 4,2024-06,BMW M440i,6,22995
1004,BMW Showroom 4,2024-06,BMW i7,0,80141
1004,BMW Showroom 4,2024-07,BMW 320i,7,139491
1004,BMW Showroom 4,2024-07,BMW 330i,0,164909
1004,BMW Showroom 4,2024-07,BMW 530i,13,499471
1004,BMW Showroom 4,2024-07,BMW X3,7,230739
1004,BMW Showroom 4,2024-07,BMW X5,12,34523
1004,BMW Showroom 4,2024-07,BMW X7,7,316759
1004,BMW Showroom 4,2024-07,BMW M440i,2,10514
1004,BMW Showroom 4,2024-07,BMW i7,0,7233
1004,BMW Showroom 4,2024-08,BMW 320i,14,66133
1004,BMW Showroom 4,2024-08,BMW 330i,11,478409
1004,BMW Showroom 4,2024-08,BMW 530i,1,104085
1004,BMW Showroom 4,2024-08,BMW X3,13,399472
1004,BMW Showroom 4,2024-08,BMW X5,10,108684
1004,BMW Showroom 4,2024-08,BMW X7,0,94937
1004,BMW Showroom 4,2024-08,BMW M440i,12,465306
1004,BMW Showroom 4,2024-08,BMW i7,8,435583
1004,BMW Showroom 4,2024-09,BMW 320i,13,113815
1004,BMW Showroom 4,2024-09,BMW 330i,2,463598
1004,BMW Showroom 4,2024-09,BMW 530i,2,126270
1004,BMW Showroom 4,2024-09,BMW X3,0,419421
1004,BMW Showroom 4,2024-09,BMW X5,2,423471
1004,BMW Showroom 4,2024-09,BMW X7,14,301517
1004,BMW Showroom 4,2024-09,BMW M440i,11,193691
1004,BMW Showroom 4,2024-09,BMW i7,11,438748
1004,BMW Showroom 4,2024-10,BMW 320i,10,197008
1004,BMW Showroom 4,2024-10,BMW 330i,7,141488
1004,BMW Showroom 4,2024-10,BMW 530i,4,344120
1004,BMW Showroom 4,2024-10,BMW X3,6,264019
1004,BMW Showroom 4,2024-10,BMW X5,10,495288
1004,BMW Showroom 4,2024-10,BMW X7,8,479969
1004,BMW Showroom 4,2024-10,BMW M440i,9,394569
1004,BMW Showroom 4,2024-10,BMW i7,10,480123
1004,BMW Showroom 4,2024-11,BMW 320i,5,276835
1004,BMW Showroom 4,2024-11,BMW 330i,7,310219
1004,BMW Showroom 4,2024-11,BMW 530i,10,199542
1004,BMW Showroom 4,2024-11,BMW X3,6,338074
1004,BMW Showroom 4,2024-11,BMW X5,9,420088
1004,BMW Showroom 4,2024-11,BMW X7,12,377636
1004,BMW Showroom 4,2024-11,BMW M440i,5,414016
1004,BMW Showroom 4,2024-11,BMW i7,5,123313
1004,BMW Showroom 4,2024-12,BMW 320i,5,283496
1004,BMW Showroom 4,2024-12,BMW 330i,7,355992
1004,BMW Showroom 4,2024-12,BMW 530i,12,408654
1004,BMW Showroom 4,2024-12,BMW X3,9,307143
1004,BMW Showroom 4,2024-12,BMW X5,2,163543
1004,BMW Showroom 4,2024-12,BMW X7,5,499964
1004,BMW Showroom 4,2024-12,BMW M440i,5,376053
1004,BMW Showroom 4,2024-12,BMW i7,2,238697
1005,BMW Showroom 5,2024-01,BMW 320i,0,5435
1005,BMW Showroom 5,2024-01,BMW 330i,13,203299
1005,BMW Showroom 5,2024-01,BMW 530i,9,395979
1005,BMW Showroom 5,2024-01,BMW X3,5,31498
1005,BMW Showroom 5,2024-01,BMW X5,11,363689
1005,BMW Showroom 5,2024-01,BMW X7,1,279078
1005,BMW Showroom 5,2024-01,BMW M440i,6,130698
1005,BMW Showroom 5,2024-01,BMW i7,3,394803
1005,BMW Showroom 5,2024-02,BMW 320i,14,497440
1005,BMW Showroom 5,2024-02,BMW 330i,12,60561
1005,BMW Showroom 5,2024-02,BMW 530i,8,397625
1005,BMW Showroom 5,2024-02,BMW X3,7,464535
1005,BMW Showroom 5,2024-02,BMW X5,8,26751
1005,BMW Showroom 5,2024-02,BMW X7,14,384822
1005,BMW Showroom 5,2024-02,BMW M440i,12,323560
1005,BMW Showroom 5,2024-02,BMW i7,9,416443
1005,BMW Showroom 5,2024-03,BMW 320i,1,36069
1005,BMW Showroom 5,2024-03,BMW 330i,14,288514
1005,BMW Showroom 5,2024-03,BMW 530i,10,387486
1005,BMW Showroom 5,2024-03,BMW X3,5,404802
1005,BMW Showroom 5,2024-03,BMW X5,7,387902
1005,BMW Showroom 5,2024-03,BMW X7,10,327438
1005,BMW Showroom 5,2024-03,BMW M440i,12,160371
1005,BMW Showroom 5,2024-03,BMW i7,11,70793
1005,BMW Showroom 5,2024-04,BMW 320i,5,188206
1005,BMW Showroom 5,2024-04,BMW 330i,8,402993
1005,BMW Showroom 5,2024-04,BMW 530i,1,120902
1005,BMW Showroom 5,2024-04,BMW X3,14,20369
1005,BMW Showroom 5,2024-04,BMW X5,1,271731
1005,BMW Showroom 5,2024-04,BMW X7,8,467543
1005,BMW Showroom 5,2024-04,BMW M440i,1,481127
1005,BMW Showroom 5,2024-04,BMW i7,3,238634
1005,BMW Showroom 5,2024-05,BMW 320i,9,47013
1005,BMW Showroom 5,2024-05,BMW 330i,13,389929
1005,BMW Showroom 5,2024-05,BMW 530i,4,146826
1005,BMW Showroom 5,2024-05,BMW X3,0,78113
1005,BMW Showroom 5,2024-05,BMW X5,7,348928
1005,BMW Showroom 5,2024-05,BMW X7,2,167809
1005,BMW Showroom 5,2024-05,BMW M440i,4,490643
1005,BMW Showroom 5,2024-05,BMW i7,12,332246
1005,BMW Showroom 5,2024-06,BMW 320i,4,323671
1005,BMW Showroom 5,2024-06,BMW 330i,3,393086
1005,BMW Showroom 5,2024-06,BMW 530i,11,246549
1005,BMW Showroom 5,2024-06,BMW X3,3,11345
1005,BMW Showroom 5,2024-06,BMW X5,0,296221
1005,BMW Showroom 5,2024-06,BMW X7,13,197472
1005,BMW Showroom 5,2024-06,BMW M440i,7,365837
1005,BMW Showroom 5,2024-06,BMW i7,3,44484
1005,BMW Showroom 5,2024-07,BMW 320i,10,90135
1005,BMW Showroom 5,2024-07,BMW 330i,11,188726
1005,BMW Showroom 5,2024-07,BMW 530i,12,214223
1005,BMW Showroom 5,2024-07,BMW X3,7,372428
1005,BMW Showroom 5,2024-07,BMW X5,7,367029
1005,BMW Showroom 5,2024-07,BMW X7,9,422593
1005,BMW Showroom 5,2024-07,BMW M440i,5,173805
1005,BMW Showroom 5,2024-07,BMW i7,0,142832
1005,BMW Showroom 5,2024-08,BMW 320i,10,99250
1005,BMW Showroom 5,2024-08,BMW 330i,2,182058
1005,BMW Showroom 5,2024-08,BMW 530i,12,171172
1005,BMW Showroom 5,2024-08,BMW X3,0,48825
1005,BMW Showroom 5,2024-08,BMW X5,5,423206
1005,BMW Showroom 5,2024-08,BMW X7,9,108443
1005,BMW Showroom 5,2024-08,BMW M440i,12,117674
1005,BMW Showroom 5,2024-08,BMW i7,2,448499
1005,BMW Showroom 5,2024-09,BMW 320i,9,396474
1005,BMW Showroom 5,2024-09,BMW 330i,9,31629
1005,BMW Showroom 5,2024-09,BMW 530i,11,154030
1005,BMW Showroom 5,2024-09,BMW X3,9,479069
1005,BMW Showroom 5,2024-09,BMW X5,9,165279
1005,BMW Showroom 5,2024-09,BMW X7,9,446848
1005,BMW Showroom 5,2024-09,BMW M440i,7,249084
1005,BMW Showroom 5,2024-09,BMW i7,9,163945
1005,BMW Showroom 5,2024-10,BMW 320i,1,342864
1005,BMW Showroom 5,2024-10,BMW 330i,13,340343
1005,BMW Showroom 5,2024-10,BMW 530i,6,33734
1005,BMW Showroom 5,2024-10,BMW X3,3,149594
1005,BMW Showroom 5,2024-10,BMW X5,8,146965
1005,BMW Showroom 5,2024-10,BMW X7,1,278637
1005,BMW Showroom 5,2024-10,BMW M440i,0,95872
1005,BMW Showroom 5,2024-10,BMW i7,8,323923
1005,BMW Showroom 5,2024-11,BMW 320i,4,144338
1005,BMW Showroom 5,2024-11,BMW 330i,3,116603
1005,BMW Showroom 5,2024-11,BMW 530i,7,16940
1005,BMW Showroom 5,2024-11,BMW X3,3,127880
1005,BMW Showroom 5,2024-11,BMW X5,8,296959
1005,BMW Showroom 5,2024-11,BMW X7,5,49297
1005,BMW Showroom 5,2024-11,BMW M440i,11,344937
1005,BMW Showroom 5,2024-11,BMW i7,10,19622
